SDS	I	LPC	B1	C1	ND	1	1430240852669	1430240853774	d	
JHJ	I	HPC	B1	C1	ND	2	1430240855984	1430240857048	h	
JJJ	C	HPC	B1	C1	ND	1	1430240859255	1430240860250	j	
DSD	I	LPC	B1	C1	ND	2	1430240862458	1430240863275	s	
JJJ	C	HPC	B1	C1	ND	2	1430240865483	1430240866349	j	
SDS	I	LPC	B1	C1	ND	1	1430240868556	1430240869646	d	
JHJ	I	HPC	B1	C1	ND	2	1430240871854	1430240872624	h	
HHH	C	HPC	B1	C1	ND	2	1430240874832	1430240875929	h	
HHH	C	HPC	B1	C1	ND	2	1430240878138	1430240878763	h	
JHJ	I	HPC	B1	C1	ND	1	1430240880972	1430240881548	h	
HJH	I	HPC	B1	C1	ND	1	1430240883757	1430240884622	j	
JJJ	C	HPC	B1	C1	ND	1	1430240886830	1430240887592	j	
SSS	C	LPC	B1	C1	ND	1	1430240889800	1430240890801	s	
JHJ	I	HPC	B1	C1	ND	2	1430240893010	1430240893810	h	
HHH	C	HPC	B1	C1	ND	2	1430240896018	1430240896668	h	
DSD	I	LPC	B1	C1	ND	2	1430240898877	1430240899869	s	
DSD	I	LPC	B1	C1	ND	1	1430240902077	1430240902807	s	
JJJ	C	HPC	B1	C1	ND	1	1430240905015	1430240905720	j	
JJJ	C	HPC	B1	C1	ND	2	1430240907929	1430240908722	j	
DSD	I	LPC	B1	C1	ND	1	1430240910930	1430240911635	s	
SDS	I	LPC	B1	C1	ND	1	1430240913844	1430240914541	d	
HHH	C	HPC	B1	C1	ND	2	1430240916750	1430240917415	h	
JJJ	C	HPC	B1	C1	ND	2	1430240919623	1430240920031	j	
JHJ	I	HPC	B1	C1	ND	2	1430240922240	1430240923185	h	
HHH	C	HPC	B1	C1	ND	2	1430240925394	1430240926155	h	
JJJ	C	HPC	B1	C1	ND	2	1430240928362	1430240928812	j	
DSD	I	LPC	B1	C1	ND	2	1430240931021	1430240931669	s	
DDD	C	LPC	B1	C1	ND	2	1430240933878	1430240934543	d	
SDS	I	LPC	B1	C1	ND	2	1430240936751	1430240937240	d	
HHH	C	HPC	B1	C1	ND	2	1430240939449	1430240940170	h	
JJJ	C	HPC	B1	C1	ND	2	1430240942379	1430240943083	j	
JJJ	C	HPC	B1	C1	ND	1	1430240945292	1430240945804	j	
