JHJ	I	HPC	B1	C1	ND	2	1430149931354	1430149933062	h	
DSD	I	LPC	B1	C1	ND	2	1430149935270	1430149936472	s	
HHH	C	HPC	B1	C1	ND	1	1430149938679	1430149939921	h	
DDD	C	LPC	B1	C1	ND	2	1430149942130	1430149943379	d	
DSD	I	LPC	B1	C1	ND	2	1430149945587	1430149946389	s	
DDD	C	LPC	B1	C1	ND	1	1430149948597	1430149949566	d	
SDS	I	LPC	B1	C1	ND	1	1430149951774	1430149952440	d	
HHH	C	HPC	B1	C1	ND	2	1430149954648	1430149955521	h	
HJH	I	HPC	B1	C1	ND	1	1430149957729	1430149958939	j	
DDD	C	LPC	B1	C1	ND	1	1430149961148	1430149962100	d	
DSD	I	LPC	B1	C1	ND	2	1430149964308	1430149964966	s	
DSD	I	LPC	B1	C1	ND	2	1430149967173	1430149967783	s	
SDS	I	LPC	B1	C1	ND	2	1430149969992	1430149970729	d	
SDS	I	LPC	B1	C1	ND	1	1430149972937	1430149973666	d	
HJH	I	HPC	B1	C1	ND	1	1430149975875	1430149976588	h	
DSD	I	LPC	B1	C1	ND	2	1430149978796	1430149979557	s	
JJJ	C	HPC	B1	C1	ND	2	1430149981766	1430149982583	j	
JJJ	C	HPC	B1	C1	ND	1	1430149984792	1430149985520	j	
JJJ	C	HPC	B1	C1	ND	2	1430149987728	1430149988330	j	
DSD	I	LPC	B1	C1	ND	1	1430149990537	1430149991155	s	
SDS	I	LPC	B1	C1	ND	2	1430149993362	1430149994020	d	
SSS	C	LPC	B1	C1	ND	1	1430149996228	1430149996822	s	
JJJ	C	HPC	B1	C1	ND	2	1430149999030	1430149999679	j	
HJH	I	HPC	B1	C1	ND	1	1430150001888	1430150002569	j	
HHH	C	HPC	B1	C1	ND	1	1430150004776	1430150005882	h	
JJJ	C	HPC	B1	C1	ND	1	1430150008090	1430150008772	j	
HJH	I	HPC	B1	C1	ND	1	1430150010980	1430150011773	j	
JJJ	C	HPC	B1	C1	ND	1	1430150013982	1430150014567	j	
