JJJ	C	HPC	B1	C1	ND	2	1429720354548	1429720355496	h	
HHH	C	HPC	B1	C1	ND	1	1429720357704	1429720358895	h	
SDS	I	LPC	B1	C1	ND	1	1429720361103	1429720362376	d	
JJJ	C	HPC	B1	C1	ND	2	1429720364584	1429720365410	j	
DSD	I	LPC	B1	C1	ND	2	1429720367619	1429720368371	s	
DSD	I	LPC	B1	C1	ND	1	1429720370580	1429720371085	s	
SDS	I	LPC	B1	C1	ND	2	1429720373293	1429720373846	d	
HHH	C	HPC	B1	C1	ND	2	1429720376054	1429720376639	h	
SSS	C	LPC	B1	C1	ND	1	1429720378848	1429720379393	s	
SSS	C	LPC	B1	C1	ND	2	1429720381601	1429720382114	s	
SDS	I	LPC	B1	C1	ND	1	1429720384322	1429720384796	d	
HHH	C	HPC	B1	C1	ND	2	1429720387004	1429720387605	d	
HJH	I	HPC	B1	C1	ND	1	1429720389813	1429720390550	j	
JJJ	C	HPC	B1	C1	ND	2	1429720392758	1429720393200	j	
DSD	I	LPC	B1	C1	ND	2	1429720395409	1429720396025	s	
DDD	C	LPC	B1	C1	ND	2	1429720398234	1429720399075	d	
HHH	C	HPC	B1	C1	ND	2	1429720401283	1429720401916	j	
DSD	I	LPC	B1	C1	ND	2	1429720404125	1429720404661	s	
JJJ	C	HPC	B1	C1	ND	1	1429720406870	1429720407727	j	
HJH	I	HPC	B1	C1	ND	1	1429720409935	1429720410472	j	
HJH	I	HPC	B1	C1	ND	1	1429720412680	1429720413274	j	
DSD	I	LPC	B1	C1	ND	1	1429720415482	1429720416051	s	
HHH	C	HPC	B1	C1	ND	2	1429720418261	1429720419157	h	
JHJ	I	HPC	B1	C1	ND	1	1429720421365	1429720421838	h	
DSD	I	LPC	B1	C1	ND	1	1429720424048	1429720424711	s	
JJJ	C	HPC	B1	C1	ND	2	1429720426919	1429720427753	j	
SDS	I	LPC	B1	C1	ND	1	1429720429962	1429720430698	d	
SDS	I	LPC	B1	C1	ND	2	1429720432906	1429720433404	d	
DDD	C	LPC	B1	C1	ND	1	1429720435613	1429720436069	d	
JJJ	C	HPC	B1	C1	ND	1	1429720438279	1429720438967	j	
SSS	C	LPC	B1	C1	ND	2	1429720441175	1429720441792	s	
JJJ	C	HPC	B1	C1	ND	1	1429720444002	1429720444521	j	
SDS	I	LPC	B1	C1	ND	2	1429720446729	1429720447363	d	
JHJ	I	HPC	B1	C1	ND	1	1429720449572	1429720450804	h	
DSD	I	LPC	B1	C1	ND	1	1429720453013	1429720453662	s	
DSD	I	LPC	B1	C1	ND	2	1429720455871	1429720456367	s	
DDD	C	LPC	B1	C1	ND	1	1429720458575	1429720459201	d	
HHH	C	HPC	B1	C1	ND	2	1429720461408	1429720461938	h	
JJJ	C	HPC	B1	C1	ND	1	1429720464147	1429720464571	j	
SDS	I	LPC	B1	C1	ND	2	1429720466780	1429720467445	d	
HHH	C	HPC	B1	C1	ND	2	1429720469652	1429720470254	h	
JJJ	C	HPC	B1	C1	ND	2	1429720472464	1429720472823	j	
DDD	C	LPC	B1	C1	ND	1	1429720475033	1429720475825	d	
DSD	I	LPC	B1	C1	ND	2	1429720478032	1429720478610	s	
JJJ	C	HPC	B1	C1	ND	1	1429720480820	1429720481388	j	
HHH	C	HPC	B1	C1	ND	1	1429720483597	1429720484021	h	
HHH	C	HPC	B1	C1	ND	2	1429720486230	1429720486734	h	
JJJ	C	HPC	B1	C1	ND	2	1429720488942	1429720489272	j	
DDD	C	LPC	B1	C1	ND	1	1429720491480	1429720492073	d	
HHH	C	HPC	B1	C1	ND	2	1429720494283	1429720494706	d	
HJH	I	HPC	B1	C1	ND	2	1429720496915	1429720497924	j	
JHJ	I	HPC	B1	C1	ND	2	1429720500134	1429720500597	h	
SDS	I	LPC	B1	C1	ND	2	1429720502806	1429720503391	d	
DSD	I	LPC	B1	C1	ND	1	1429720505601	1429720506056	s	
JJJ	C	HPC	B1	C1	ND	1	1429720508265	1429720508745	j	
DSD	I	LPC	B1	C1	ND	1	1429720510954	1429720511475	d	
HHH	C	HPC	B1	C1	ND	2	1429720513684	1429720514452	h	
DSD	I	LPC	B1	C1	ND	1	1429720516661	1429720517270	s	
DSD	I	LPC	B1	C1	ND	2	1429720519478	1429720519959	s	
HHH	C	HPC	B1	C1	ND	2	1429720522168	1429720522752	h	
HHH	C	HPC	B1	C1	ND	2	1429720524961	1429720525410	h	
JJJ	C	HPC	B1	C1	ND	2	1429720527619	1429720528155	j	
DSD	I	LPC	B1	C1	ND	1	1429720530364	1429720530909	s	
JJJ	C	HPC	B1	C1	ND	2	1429720533117	1429720533782	j	
SDS	I	LPC	B1	C1	ND	2	1429720535990	1429720536847	d	
SDS	I	LPC	B1	C1	ND	2	1429720539057	1429720539713	d	
JJJ	C	HPC	B1	C1	ND	1	1429720541922	1429720542522	j	
JJJ	C	HPC	B1	C1	ND	2	1429720544731	1429720545348	j	
JHJ	I	HPC	B1	C1	ND	1	1429720547557	1429720548045	h	
SSS	C	LPC	B1	C1	ND	1	1429720550253	1429720550999	s	
SDS	I	LPC	B1	C1	ND	1	1429720553207	1429720553792	d	
DSD	I	LPC	B1	C1	ND	1	1429720556000	1429720556449	s	
HHH	C	HPC	B1	C1	ND	1	1429720558657	1429720559195	j	
DSD	I	LPC	B1	C1	ND	2	1429720561404	1429720562100	s	
SDS	I	LPC	B1	C1	ND	1	1429720564309	1429720565038	d	
SDS	I	LPC	B1	C1	ND	2	1429720567247	1429720568119	d	
JJJ	C	HPC	B1	C1	ND	2	1429720570327	1429720570824	j	
JHJ	I	HPC	B1	C1	ND	1	1429720573033	1429720573498	h	
HHH	C	HPC	B1	C1	ND	2	1429720575706	1429720576459	h	
HHH	C	HPC	B1	C1	ND	2	1429720578668	1429720579157	h	
HHH	C	HPC	B1	C1	ND	1	1429720581366	1429720581806	h	
SSS	C	LPC	B1	C1	ND	1	1429720584014	1429720584711	s	
HJH	I	HPC	B1	C1	ND	1	1429720586921	1429720587593	j	
SDS	I	LPC	B1	C1	ND	1	1429720589801	1429720590474	d	
HJH	I	HPC	B1	C1	ND	2	1429720592682	1429720593484	j	
SDS	I	LPC	B1	C1	ND	2	1429720595693	1429720596397	d	
DSD	I	LPC	B1	C1	ND	2	1429720598605	1429720598983	s	
DSD	I	LPC	B1	C1	ND	2	1429720601192	1429720601560	s	
DDD	C	LPC	B1	C1	ND	1	1429720603768	1429720604337	d	
HHH	C	HPC	B1	C1	ND	2	1429720606546	1429720607163	h	
SSS	C	LPC	B1	C1	ND	2	1429720609372	1429720609924	s	
SDS	I	LPC	B1	C1	ND	1	1429720612133	1429720612605	d	
SDS	I	LPC	B1	C1	ND	2	1429720614814	1429720615479	d	
JHJ	I	HPC	B1	C1	ND	1	1429720617688	1429720618832	h	
JJJ	C	HPC	B1	C1	ND	1	1429720621041	1429720621482	j	
SDS	I	LPC	B1	C1	ND	1	1429720623691	1429720624235	d	
DDD	C	LPC	B2	C1	ND	1	1429720635924	1429720636785	d	
HHH	C	HPC	B2	C1	ND	2	1429720638994	1429720639707	h	
JJJ	C	HPC	B2	C1	ND	1	1429720641917	1429720642308	j	
SSS	C	LPC	B2	C1	ND	1	1429720644517	1429720645046	s	
HHH	C	HPC	B2	C1	ND	1	1429720647255	1429720647839	h	
DSD	I	LPC	B2	C1	ND	2	1429720650047	1429720650768	s	
DSD	I	LPC	B2	C1	ND	1	1429720652978	1429720653490	s	
JJJ	C	HPC	B2	C1	ND	1	1429720655700	1429720656219	j	
JJJ	C	HPC	B2	C1	ND	1	1429720658428	1429720658852	j	
HJH	I	HPC	B2	C1	ND	2	1429720661061	1429720661470	j	
DSD	I	LPC	B2	C1	ND	1	1429720663678	1429720664279	s	
HHH	C	HPC	B2	C1	ND	2	1429720666489	1429720667161	h	
DSD	I	LPC	B2	C1	ND	1	1429720669369	1429720669794	s	
JHJ	I	HPC	B2	C1	ND	1	1429720672003	1429720672747	h	
SDS	I	LPC	B2	C1	ND	2	1429720674956	1429720675301	d	
SDS	I	LPC	B2	C1	ND	2	1429720677508	1429720678150	d	
SDS	I	LPC	B2	C1	ND	1	1429720680358	1429720680799	d	
DSD	I	LPC	B2	C1	ND	2	1429720683008	1429720683569	s	
SDS	I	LPC	B2	C1	ND	1	1429720685778	1429720686402	d	
DDD	C	LPC	B2	C1	ND	2	1429720688612	1429720689172	d	
JJJ	C	HPC	B2	C1	ND	2	1429720691380	1429720692053	j	
HJH	I	HPC	B2	C1	ND	1	1429720694262	1429720694798	j	
HHH	C	HPC	B2	C1	ND	2	1429720697006	1429720697496	h	
DSD	I	LPC	B2	C1	ND	2	1429720699705	1429720700249	s	
JJJ	C	HPC	B2	C1	ND	2	1429720702458	1429720703091	h	
SDS	I	LPC	B2	C1	ND	2	1429720705300	1429720706020	d	
HJH	I	HPC	B2	C1	ND	2	1429720708229	1429720708749	j	
JHJ	I	HPC	B2	C1	ND	2	1429720710958	1429720711551	h	
HHH	C	HPC	B2	C1	ND	1	1429720713761	1429720714320	h	
DSD	I	LPC	B2	C1	ND	2	1429720716528	1429720717090	s	
SDS	I	LPC	B2	C1	ND	2	1429720719299	1429720719707	d	
HHH	C	HPC	B2	C1	ND	2	1429720721915	1429720722404	h	
SDS	I	LPC	B2	C1	ND	2	1429720724613	1429720725238	d	
SDS	I	LPC	B2	C1	ND	2	1429720727447	1429720727967	d	
HHH	C	HPC	B2	C1	ND	2	1429720730176	1429720730728	h	
JJJ	C	HPC	B2	C1	ND	2	1429720732938	1429720733442	j	
SDS	I	LPC	B2	C1	ND	1	1429720735650	1429720736427	d	
JJJ	C	HPC	B2	C1	ND	1	1429720738636	1429720739333	h	
DDD	C	LPC	B2	C1	ND	2	1429720741542	1429720742190	d	
HJH	I	HPC	B2	C1	ND	1	1429720744400	1429720745152	j	
JHJ	I	HPC	B2	C1	ND	2	1429720747361	1429720748025	h	
DSD	I	LPC	B2	C1	ND	2	1429720750235	1429720750770	s	
DSD	I	LPC	B2	C1	ND	2	1429720752979	1429720753460	s	
HHH	C	HPC	B2	C1	ND	2	1429720755667	1429720756077	d	
HHH	C	HPC	B2	C1	ND	2	1429720758287	1429720758902	h	
JJJ	C	HPC	B2	C1	ND	1	1429720761111	1429720761608	j	
HHH	C	HPC	B2	C1	ND	1	1429720763816	1429720764441	h	
DSD	I	LPC	B2	C1	ND	2	1429720766650	1429720767139	s	
SSS	C	LPC	B2	C1	ND	2	1429720769348	1429720769772	d	
DSD	I	LPC	B2	C1	ND	2	1429720771981	1429720772461	s	
HHH	C	HPC	B2	C1	ND	2	1429720774671	1429720775303	h	
JJJ	C	HPC	B2	C1	ND	2	1429720777512	1429720777984	j	
JHJ	I	HPC	B2	C1	ND	1	1429720780193	1429720780969	h	
SDS	I	LPC	B2	C1	ND	1	1429720783179	1429720783795	d	
DDD	C	LPC	B2	C1	ND	2	1429720786005	1429720786484	d	
JJJ	C	HPC	B2	C1	ND	2	1429720788694	1429720789326	j	
SSS	C	LPC	B2	C1	ND	2	1429720791535	1429720792375	s	
DDD	C	LPC	B2	C1	ND	1	1429720794585	1429720795129	d	
DSD	I	LPC	B2	C1	ND	1	1429720797338	1429720797874	s	
JJJ	C	HPC	B2	C1	ND	1	1429720800082	1429720801412	h	
SDS	I	LPC	B2	C1	ND	2	1429720803622	1429720804285	d	
JHJ	I	HPC	B2	C1	ND	1	1429720806493	1429720807023	h	
HHH	C	HPC	B2	C1	ND	2	1429720809231	1429720809920	h	
DSD	I	LPC	B2	C1	ND	2	1429720812128	1429720812625	s	
DSD	I	LPC	B2	C1	ND	1	1429720814835	1429720815363	s	
HHH	C	HPC	B2	C1	ND	1	1429720817571	1429720818204	h	
SDS	I	LPC	B2	C1	ND	1	1429720820413	1429720821102	d	
HHH	C	HPC	B2	C1	ND	2	1429720823311	1429720823767	h	
JJJ	C	HPC	B2	C1	ND	1	1429720825976	1429720826424	h	
HHH	C	HPC	B2	C1	ND	1	1429720828634	1429720829242	h	
HJH	I	HPC	B2	C1	ND	1	1429720831451	1429720832003	j	
DDD	C	LPC	B2	C1	ND	1	1429720834213	1429720834868	d	
